sku,name,category,function,relatives,designer,image,gridorder,neworder
KW2801,Ardent Small Waterfall Sconce,Wall > Decorative,Decorative,Ardent,Kelly Wearstler,https://www.circalighting.com/media/catalog/product/k/w/kw2801abfrg_1.png,3611.0000,,
KW4092,Halcyon Petite Flush Mount,Ceiling > Flush Mount,Flush Mount,Halcyon,Kelly Wearstler,https://www.circalighting.com/media/catalog/product/k/w/kw4092abq_1.png,3128.0000,,
KW5118,Liaison Long Pendant,Ceiling > Pendant,Pendant,Liaison,Kelly Wearstler,https://www.circalighting.com/media/catalog/product/k/w/kw5118abcrg_1.png,2873.0000,,
KW5192,Halcyon Small Pendant,Ceiling > Pendant,Pendant,Halcyon,Kelly Wearstler,https://www.circalighting.com/media/catalog/product/k/w/kw5192abq_1.png,2882.0000,,
PB5001,Dot 16" Pendant,Ceiling > Pendant,Pendant,Dot,Peter Bristol,https://www.circalighting.com/media/catalog/product/p/b/pb5001nb_1.png,2649.0000,,
PB5005,Dot Stance 13" Rotating Pendant,Ceiling > Pendant,Pendant,Stance,Peter Bristol,https://www.circalighting.com/media/catalog/product/p/b/pb5005nb_4.png,2655.0000,,
PB5006,Dot Stance 16" Rotating Pendant,Ceiling > Pendant,Pendant,Stance,Peter Bristol,https://www.circalighting.com/media/catalog/product/p/b/pb5006nb_1.png,2658.0000,,
PB5111,Interlace Expandable Chandelier,Ceiling > Chandelier,Chandelier,Interlace,Peter Bristol,https://www.circalighting.com/media/catalog/product/p/b/pb5111mbk_1.png,1799.0000,,
PB5115,Orbit 16" Swiveling Pendant,Ceiling > Pendant,Pendant,Orbit,Peter Bristol,https://www.circalighting.com/media/catalog/product/p/b/pb5115nb_4.png,2661.0000,,
KW5400,Reverie Small Single Tier Chandelier,Ceiling > Chandelier,Chandelier,Reverie,Kelly Wearstler,https://www.circalighting.com/media/catalog/product/k/w/kw5400crbab_1.png,1380.0000,,
KW5401,Reverie Medium Single Tier Chandelier,Ceiling > Chandelier,Chandelier,Reverie,Kelly Wearstler,https://www.circalighting.com/media/catalog/product/k/w/kw5401crbab_1.png,1383.0000,,
KW5406,Reverie Large Three-Tier Chandelier,Ceiling > Chandelier,Chandelier,Reverie,Kelly Wearstler,https://www.circalighting.com/media/catalog/product/k/w/kw5406crbab_1.png,1386.0000,,
KW5513,Cleo Three-Tier Chandelier,Ceiling > Chandelier,Chandelier,Cleo,Kelly Wearstler,https://www.circalighting.com/media/catalog/product/k/w/kw5513abwmwht_1.png,1599.0000,,
KW5802,Ardent Medium Waterfall Chandelier,Ceiling > Chandelier,Chandelier,Ardent,Kelly Wearstler,https://www.circalighting.com/media/catalog/product/k/w/kw5802abfrg_1.png,1273.0000,,
PB1005,Dot Stance 13" Rotating Floor Lamp,Floor > Task,Functional,Stance,Peter Bristol,https://www.circalighting.com/media/catalog/product/p/b/pb1005nb_4.png,1203.0000,,
PB2000,Dot 13" Wall Light,Wall > Decorative,Decorative,Dot,Peter Bristol,https://www.circalighting.com/media/catalog/product/p/b/pb2000mbk_1.png,4662.0000,,
PB2003,Dot 13" Caged Wall Light,Wall > Decorative,Decorative,Dot,Peter Bristol,https://www.circalighting.com/media/catalog/product/p/b/pb2003mbk_1.png,4668.0000,,
PB3000,Dot 13" Accent Lamp,Table > Decorative,Decorative,Dot,Peter Bristol,https://www.circalighting.com/media/catalog/product/p/b/pb3000nb_1.png,857.0000,,
PB5000,Dot 13" Pendant,Ceiling > Pendant,Pendant,Dot,Peter Bristol,https://www.circalighting.com/media/catalog/product/p/b/pb5000nb_1.png,2646.0000,,
700TDALVPMCNR-LED930,Alva Pendant 1-LITE Brown aged brass 3000K 90 CRI led 90 cri 3000k 120v,Ceiling > Pendant,Pendant,Alva,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700tdalvpmcnrled930.png,8933.0000,,
ARN1013,Mayotte Large Offset Floor Lamp,Floor > Task,Functional,Mayotte,AERIN,https://www.circalighting.com/media/catalog/product/a/r/arn1013habblk_1.png,1193.0000,,
ARN1712,Austen Large Dual Function Floor Lamp,Floor > Task,Functional,Austen,AERIN,https://www.circalighting.com/media/catalog/product/a/r/arn1712blk_1.png,1181.0000,,
ARN2008,Clarkson Small Single Pivoting Sconce,Wall > Decorative,Decorative,Clarkson,AERIN,https://www.circalighting.com/media/catalog/product/a/r/arn2008habl_1.png,4085.0000,,
ARN2301,Beaumont Medium Tail Sconce,Wall > Decorative,Decorative,Beaumont,AERIN,https://www.circalighting.com/media/catalog/product/a/r/arn2301whtl_1.png,3762.0000,,
ARN2306,Arabelle Medium Sconce,Wall > Decorative,Decorative,Arabelle,AERIN,https://www.circalighting.com/media/catalog/product/a/r/arn2306g_4.png,4422.0000,,
ARN3301,Beaumont Medium Buffet Lamp,Table > Decorative,Decorative,Beaumont,AERIN,https://www.circalighting.com/media/catalog/product/a/r/arn3301gl_1.png,540.0000,,
ARN3712,Austen Large Offset Table Lamp,Table > Task,Functional,Austen,AERIN,https://www.circalighting.com/media/catalog/product/a/r/arn3712wht_1.png,944.0000,,
ARN4009,Serein Medium Flush Mount,Ceiling > Flush Mount,Flush Mount,Serein,AERIN,https://www.circalighting.com/media/catalog/product/a/r/arn4009pnwg_1.png,3063.0000,,
ARN4010,Serein Large Flush Mount,Ceiling > Flush Mount,Flush Mount,Serein,AERIN,https://www.circalighting.com/media/catalog/product/a/r/arn4010pnwg_4.png,3065.0000,,
ARN4124,Bonnington Medium Flush Mount,Ceiling > Flush Mount,Flush Mount,Bonnington,AERIN,https://www.circalighting.com/media/catalog/product/a/r/arn4124pncg_1.png,3050.0000,,
ARN5205,Fontaine Large Offset Chandelier,Ceiling > Chandelier,Chandelier,Fontaine,AERIN,https://www.circalighting.com/media/catalog/product/a/r/arn5205gpl_1.png,1582.0000,,
ARN4401,Cristol Large Triple Flush Mount,Ceiling > Flush Mount,Flush Mount,Cristol,AERIN,https://www.circalighting.com/media/catalog/product/a/r/arn4401habwg_1.png,3067.0000,,
ARN5008,Sommerard Medium Triple-Arm Chandelier,Ceiling > Chandelier,Chandelier,Sommerard,AERIN,https://www.circalighting.com/media/catalog/product/a/r/arn5008habblk_1.png,1590.0000,,
ARN5018,Drunmore Large Chandelier,Ceiling > Chandelier,Chandelier,Drunmore,AERIN,https://www.circalighting.com/media/catalog/product/a/r/arn5018pncgl_1.png,1776.0000,,
ARN5129,Montmartre Medium Chandelier,Ceiling > Chandelier,Chandelier,Montmartre,AERIN,https://www.circalighting.com/media/catalog/product/a/r/arn5129habcg_1.png,1408.0000,,
ARN5262,Turenne Large Dynamic Chandelier,Ceiling > Chandelier,Chandelier,Turenne,AERIN,https://www.circalighting.com/media/catalog/product/a/r/arn5262habcg_1.png,1331.0000,,
ARN5402,Cristol Large Tiered Chandelier,Ceiling > Chandelier,Chandelier,Cristol,AERIN,https://www.circalighting.com/media/catalog/product/a/r/arn5402habwg_1.png,1343.0000,,
ARN5501,Graphic Large Two-Tier Chandelier,Ceiling > Chandelier,Chandelier,Graphic,AERIN,https://www.circalighting.com/media/catalog/product/a/r/arn5501habwht_1.png,1594.0000,,
BBL2082,Ojai Medium Single Sconce,Wall > Decorative,Decorative,Ojai,Barbara Barry,https://www.circalighting.com/media/catalog/product/b/b/bbl2082pnl_1.png,3997.0000,,
BBL2084,Ojai Large Double Sconce,Wall > Decorative,Decorative,Ojai,Barbara Barry,https://www.circalighting.com/media/catalog/product/b/b/bbl2084sbl_1.png,4000.0000,,
BBL2120,Aura Medium Oval Sconce,Wall > Decorative,Decorative,Aura,Barbara Barry,https://www.circalighting.com/media/catalog/product/b/b/bbl2120bz_1.png,4426.0000,,
BBL3090,Stylus Large Angled Table Lamp,Table > Decorative,Decorative,Stylus,Barbara Barry,https://www.circalighting.com/media/catalog/product/b/b/bbl3090dwsbl_1.png,840.0000,,
BBL4105,Acme Small Flush Mount,Ceiling > Flush Mount,Flush Mount,Acme,Barbara Barry,https://www.circalighting.com/media/catalog/product/b/b/bbl4105pnwg_1.png,3366.0000,,
BBL4106,Acme Large Flush Mount,Ceiling > Flush Mount,Flush Mount,Acme,Barbara Barry,https://www.circalighting.com/media/catalog/product/b/b/bbl4106pnwg_1.png,3369.0000,,
BBL5090,Halo Medium Hanging Shade,Ceiling > Hanging Shade,Hanging Shade,Halo,Barbara Barry,https://www.circalighting.com/media/catalog/product/b/b/bbl5090g_1.png,2331.0000,,
BBL5101,Odeum Small Lantern,Ceiling > Lantern,Lantern,Odeum,Barbara Barry,https://www.circalighting.com/media/catalog/product/b/b/bbl5101bzfa_1.png,2067.0000,,
BBL5102,Odeum Medium Lantern,Ceiling > Lantern,Lantern,Odeum,Barbara Barry,https://www.circalighting.com/media/catalog/product/b/b/bbl5102bzfa_1.png,2071.0000,,
KW1240,Dulcet Medium Pharmacy Floor Lamp,Floor > Decorative,Decorative,Dulcet,Kelly Wearstler,https://www.circalighting.com/media/catalog/product/k/w/kw1240abab_1.png,1128.0000,,
KW2054,Utopia Large Reflector Sconce,Wall > Decorative,Decorative,Utopia,Kelly Wearstler,https://www.circalighting.com/media/catalog/product/k/w/kw2054g_1.png,4455.0000,,
KW2075,Strada Large Sconce,Wall > Decorative,Decorative,Strada,Kelly Wearstler,https://www.circalighting.com/media/catalog/product/k/w/kw2075g_1.png,4327.0000,,
KW2270,Tableau Large Sconce,Wall > Decorative,Decorative,Tableau,Kelly Wearstler,https://www.circalighting.com/media/catalog/product/k/w/kw2270abvg_1.png,4612.0000,,
KW3120,Pietra Large Hand Carved Table Lamp,Table > Decorative,Decorative,Pietra,Kelly Wearstler,https://www.circalighting.com/media/catalog/product/k/w/kw3120liml_4.png,463.0000,,
KW2709,Esker Small Triangle Sconce,Wall > Decorative,Decorative,Esker,Kelly Wearstler,https://www.circalighting.com/media/catalog/product/k/w/kw2709ab_1.png,4397.0000,,
KW3031,Linden Medium Lamp,Table > Decorative,Decorative,Linden,Kelly Wearstler,https://www.circalighting.com/media/catalog/product/k/w/kw3031pwl_1.png,420.0000,,
KW3040,Evoke Large Table Lamp,Table > Decorative,Decorative,Evoke,Kelly Wearstler,https://www.circalighting.com/media/catalog/product/k/w/kw3040albl_1.png,464.0000,,
KW3619,Phoebe Stacked Table Lamp,Table > Decorative,Decorative,Phoebe,Kelly Wearstler,https://www.circalighting.com/media/catalog/product/k/w/kw3619awcl_1.png,404.0000,,
KW3673,Balla Large Hand-Painted Table Lamp,Table > Decorative,Decorative,Balla,Kelly Wearstler,https://www.circalighting.com/media/catalog/product/k/w/kw3673wbsl_1.png,416.0000,,
KW4011,Melange Petite Flush Mount,Ceiling > Flush Mount,Flush Mount,Melange,Kelly Wearstler,https://www.circalighting.com/media/catalog/product/k/w/kw4011bzalb_1.png,3122.0000,,
KW4030,Utopia Petite Flush Mount,Ceiling > Flush Mount,Flush Mount,Utopia,Kelly Wearstler,https://www.circalighting.com/media/catalog/product/k/w/kw4030aifrg_1.png,3131.0000,,
KW4055,Precision Petite Flush Mount,Ceiling > Flush Mount,Flush Mount,Precision,Kelly Wearstler,https://www.circalighting.com/media/catalog/product/k/w/kw4055bzcdg_1.png,3137.0000,,
KW4065,Strada Small Flush Mount,Ceiling > Flush Mount,Flush Mount,Strada,Kelly Wearstler,https://www.circalighting.com/media/catalog/product/k/w/kw4065g.png,3103.0000,,
KW4093,Halcyon Petite Bezel Flush Mount,Ceiling > Flush Mount,Flush Mount,Halcyon,Kelly Wearstler,https://www.circalighting.com/media/catalog/product/k/w/kw4093abq_1.png,3129.0000,,
KW4202,Liaison Medium Flush Mount,Ceiling > Flush Mount,Flush Mount,Liaison,Kelly Wearstler,https://www.circalighting.com/media/catalog/product/k/w/kw4202abcrg_1.png,3052.0000,,
KW5270,Tableau Small Pendant,Ceiling > Pendant,Pendant,Tableau,Kelly Wearstler,https://www.circalighting.com/media/catalog/product/k/w/kw5270abcg_1.png,2823.0000,,
KW5275,Tableau Medium Pendant,Ceiling > Pendant,Pendant,Tableau,Kelly Wearstler,https://www.circalighting.com/media/catalog/product/k/w/kw5275pncg_1.png,2850.0000,,
KW5515,Cleo Large Pendant,Ceiling > Pendant,Pendant,Cleo,Kelly Wearstler,https://www.circalighting.com/media/catalog/product/k/w/kw5515abbmblk_1.png,2420.0000,,
KW5801,Ardent Small Waterfall Chandelier,Ceiling > Chandelier,Chandelier,Ardent,Kelly Wearstler,https://www.circalighting.com/media/catalog/product/k/w/kw5801abfrg_1.png,1272.0000,,
KW5803,Ardent Large Waterfall Chandelier,Ceiling > Chandelier,Chandelier,Ardent,Kelly Wearstler,https://www.circalighting.com/media/catalog/product/k/w/kw5803abfrg_1.png,1274.0000,,
PB2020,Dot 16" Articulating Wall Light,Wall > Task,Functional,Dot,Peter Bristol,https://www.circalighting.com/media/catalog/product/p/b/pb2020mbk_1.png,4767.0000,,
PB2050,Bend Large Tall Light,Wall > Decorative,Decorative,Bend,Peter Bristol,https://www.circalighting.com/media/catalog/product/p/b/pb2050nb_1.png,4376.0000,,
PB2053,Bend Large Square Light,Wall > Decorative,Decorative,Bend,Peter Bristol,https://www.circalighting.com/media/catalog/product/p/b/pb2053mbk_1.png,4384.0000,,
PB2055,Bend Large Round Light,Wall > Decorative,Decorative,Bend,Peter Bristol,https://www.circalighting.com/media/catalog/product/p/b/pb2055nb_1.png,4360.0000,,
PB4000,Dot 13" Flush Mount,Ceiling > Flush Mount,Flush Mount,Dot,Peter Bristol,https://www.circalighting.com/media/catalog/product/p/b/pb4000pn_1.png,3151.0000,,
PB4001,Dot 13" Caged Flush Mount,Ceiling > Flush Mount,Flush Mount,Dot,Peter Bristol,https://www.circalighting.com/media/catalog/product/p/b/pb4001mbk_1.png,3158.0000,,
PB4003,Dot 16" Flush Mount,Ceiling > Flush Mount,Flush Mount,Dot,Peter Bristol,https://www.circalighting.com/media/catalog/product/p/b/pb4003nb_1.png,3155.0000,,
PB4004,Dot 16" Caged Flush Mount,Ceiling > Flush Mount,Flush Mount,Dot,Peter Bristol,https://www.circalighting.com/media/catalog/product/p/b/pb4004mbk_1.png,3161.0000,,
PB5002,Dot 9" Pendant,Ceiling > Pendant,Pendant,Dot,Peter Bristol,https://www.circalighting.com/media/catalog/product/p/b/pb5002mbk_1.png,2645.0000,,
PB5003,Dot 22" Pendant,Ceiling > Pendant,Pendant,Dot,Peter Bristol,https://www.circalighting.com/media/catalog/product/p/b/pb5003nb_1.png,2654.0000,,
PB5200,Dot Large Triple Pendant,Ceiling > Linear,Linear,Dot,Peter Bristol,https://www.circalighting.com/media/catalog/product/p/b/pb5200nb_1.png,2917.0000,,
700ARGN,Aragon Chandelier,Ceiling > Chandelier,Chandelier,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700argnsled930_1.png,7498.0000,,
700BCALD,Alden Bath Sconce,Wall > Bath,Bath,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700bcaldyzcf_1.png,7267.0000,,
700BCCRV30W,Corva Bath Sconce,Wall > Bath,Bath,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700bccrv30ws_4.png,7272.0000,,
700BCFUSY,Fuse Bath Sconce,Wall > Bath,Bath,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700bcfusy14zled830_1.png,6776.0000,,
700BCGIAR24,Gia 24" Bath Sconce,Wall > Bath,Bath,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700bcgiar624ccled930_1.png,6589.0000,,
700BCGIAR48,Gia 48" Bath Sconce,Wall > Bath,Bath,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700bcgiar648ccled930_4.png,7057.0000,,
700BCMOR,Morrison Bath Sconce,Wall > Bath,Bath,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700bcmoryzled830_1.png,7149.0000,,
700BCRAER24,Rae 24" Bath Sconce,Wall > Bath,Bath,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700bcraer624sled930_1.png,6588.0000,,
700BCRAER48,Rae 48" Bath Sconce,Wall > Bath,Bath,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700bcraer648sled930_4.png,7048.0000,,
700BCSLC26W,Solace Bath Sconce,Wall > Bath,Bath,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700bcslc26wc_1.png,6527.0000,,
700BCSPAN2,Span 24" Bath Sconce,Wall > Bath,Bath,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700bcspana2cled930_1.png,6613.0000,,
700BCSPAN3,Span 36" Bath Sconce,Wall > Bath,Bath,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700bcspana3sled930_4.png,7012.0000,,
700BCSPAN4,Span 48" Bath Sconce,Wall > Bath,Bath,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700bcspanb4cled930_4.png,6830.0000,,
700BOD,Bodiam Chandelier,Ceiling > Chandelier,Chandelier,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700bod30zled824_1.png,7037.0000,,
700FMBESL,Bespin Large Flush Mount,Ceiling > Flush Mount,Flush Mount,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700fmbeslsled930_1.png,6969.0000,,
700FMBESS,Bespin Small Flush Mount,Ceiling > Flush Mount,Flush Mount,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700fmbesssled930_1.png,7087.0000,,
700FMBXT,Baxter Ceiling,Ceiling > Flush Mount,Flush Mount,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700fmbxtfwscf_2.png,7283.0000,,
700FMCASD,Casen Drum Flush Mount,Ceiling > Flush Mount,Flush Mount,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700fmcasdcsled830_4.png,7187.0000,,
700FMFINF,Finch Float Flush Mount,Ceiling > Flush Mount,Flush Mount,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700fmfinfrzled830_1.png,6460.0000,,
700FMFINR,Finch Round Flush Mount,Ceiling > Flush Mount,Flush Mount,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700fmfinrzled830_1.png,6632.0000,,
700FMFINS,Finch Square Flush Mount,Ceiling > Flush Mount,Flush Mount,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700fmfinssled830_1.png,6646.0000,,
700FMFLDRL,Fluid Round Large Flush Mount,Ceiling > Flush Mount,Flush Mount,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700fmfldrlc_1.png,7007.0000,,
700FMFLDRS,Fluid Round Small Flush Mount,Ceiling > Flush Mount,Flush Mount,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700fmfldrssled_2.png,7015.0000,,
700FMFLDSL,Fluid Square Large Flush Mount,Ceiling > Flush Mount,Flush Mount,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700fmfldslc_1.png,6807.0000,,
700FMFLDSS,Fluid Square Small Flush Mount,Ceiling > Flush Mount,Flush Mount,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700fmfldsssled_1.png,7014.0000,,
700FMKALM,Kalido Medium Flush Mount,Ceiling > Flush Mount,Flush Mount,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700fmkalmcsled830_1.png,8264.0000,,
700FMKALS,Kalido Small Flush Mount,Ceiling > Flush Mount,Flush Mount,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700fmkalsczled830_1.png,7266.0000,,
700FMKRM,Karam Flush Mount,Ceiling > Flush Mount,Flush Mount,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700fmkrmwled930_1.png,7248.0000,,
700FMRHNS,Rhonan Flush Mount,Ceiling > Flush Mount,Flush Mount,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700fmrhnswwled930_1.png,6428.0000,,
700FMTPO,Topo Flushmount Flush Mount,Ceiling > Flush Mount,Flush Mount,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700fmtpowms_1.png,6678.0000,,
700FMWNTRL,Wynter Round Large Flush Mount,Ceiling > Flush Mount,Flush Mount,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700fmwntrlsled830_1.png,6590.0000,,
700FMWNTRM,Wynter Round Medium Flush Mount,Ceiling > Flush Mount,Flush Mount,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700fmwntrmsled830_1.png,6693.0000,,
700FMWNTRS,Wynter Round Small Flush Mount,Ceiling > Flush Mount,Flush Mount,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700fmwntrssled830_4.png,6647.0000,,
700FMWNTSL,Wynter Square Large Flush Mount,Ceiling > Flush Mount,Flush Mount,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700fmwntslsled830_1.png,6418.0000,,
700FMWNTSM,Wynter Square Medium Flush Mount,Ceiling > Flush Mount,Flush Mount,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700fmwntsmsled830_1.png,6648.0000,,
700FMWNTSS,Wynter Square Small Flush Mount,Ceiling > Flush Mount,Flush Mount,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700fmwntsszled830_1.png,6774.0000,,
700LSAKMB,Akimbo Linear Suspension,Ceiling > Linear,Linear,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700lsakmb36z_1.png,7409.0000,,
700LSDBS,Dobson Linear Suspension,Ceiling > Linear,Linear,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700lsdbssled930_1.png,6917.0000,,
700LSGIAR,Gia Linear Suspension,Ceiling > Linear,Linear,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700lsgiar648csled930_4.png,6933.0000,,
700LSPRLX,Parallax Linear Suspension,Ceiling > Linear,Linear,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700lsprlxbled_1.png,7593.0000,,
700LSRAER,Rae Linear Suspension,Ceiling > Linear,Linear,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700lsraer348sled824_1.png,7042.0000,,
700LSRVL,Revel Linear Suspension,Ceiling > Linear,Linear,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700lsrvlbtled830_3.png,7075.0000,,
700LSSURG,Surge Linear Suspension,Ceiling > Linear,Linear,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700lssurgsled_1.png,7736.0000,,
700MPALI,Alina Pendant,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700mpaliksleds930_4.png,6886.0000,,
700MPBLW,Billow Pendant,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700mpblwcs_1.png,7545.0000,,
700MPBML,Brummel Pendant,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700mpbmlyz_1.png,7200.0000,,
700MPBRG,Borrego Pendant,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700mpbrgaz_1.png,7663.0000,,
700MPCIR,Circulet Pendant,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700mpcirwsleds930_1.png,9354.0000,,
700MPCOR,Corum Pendant,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700mpcorsled830_1.png,7801.0000,,
700MPDBS,Dobson Pendant,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700mpdbsasled930_4.png,7092.0000,,
700MPECN,Ecran Pendant,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700mpecncgpsleds930_4.png,7677.0000,,
700MPFLM,Folium Pendant,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700mpflmssled_1.png,7895.0000,,
700MPHNK,Henrik Pendant,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700mphnkbs_1.png,8901.0000,,
700MPLST,Lustra Pendant,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700mplstksleds930_1.png,8955.0000,,
700MPMAN,Manette Pendant,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700mpmansmwhssled_4.png,7128.0000,,
700MPMDLNW,Mini Dillon Pendant,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700mpmdlnwnzleds930_1.png,7725.0000,,
700MPMSQ,Masque Pendant,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700mpmsqcwsled_1.png,7955.0000,,
700MPMXY,Moxy Pendant,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700mpmxycled927_1.png,8033.0000,,
700MPOTO,Otto Pendant,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700mpotocs_1.png,8043.0000,,
700MPPEL,Pelé Pendant,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700mppelws_1.png,8057.0000,,
700MPPFM,Parfum Pendant,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700mppfmclcls_1.png,8044.0000,,
700MPPJT,Projekt Pendant,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700mppjtnzled_1.png,7736.0000,,
700MPRHN,Rhonan Pendant,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700mprhnbbz_1.png,8105.0000,,
700MPRVL,Revel Pendant,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700mprvlbsleds930_4.png,7212.0000,,
700MPRYK,Ryker Mini Pendant,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700mprykysled930_4.png,7696.0000,,
700MPSAR,Sara Pendant,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700mpsarcs_1.png,8107.0000,,
700MPSLN,Selina Pendant,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700mpslnwsleds930_1.png,7511.0000,,
700MPSOL,Soleil Pendant,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700mpsolaz_1.png,8121.0000,,
700MPTBR,Tibor Pendant,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700mptbrcbled_1.png,8137.0000,,
700MPTPO,Topo Pendant,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700mptpowms_1.png,7192.0000,,
700MPWDS,Windsor Pendant,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700mpwdsbzled930_4.png,7709.0000,,
700PTNA,Patrona Chandelier,Ceiling > Chandelier,Chandelier,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700ptnacgled930_1.png,7190.0000,,
700TDADR,Audra Pendant,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700tdadrcsleds930_4.png,7180.0000,,
700TDALVPMC,Alva Pendant,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700tdalvpmcbbled922_1.png,7146.0000,,
700TDALVPMC11,Alva 11-Light Chandelier,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700tdalvpmc11usledwd_1.png,8908.0000,,
