sku,name,category,function,relatives,designer,image,gridorder,neworder
700TDALVPMC3,Alva 3-Light Chandelier,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700tdalvpmc3ybled930_1.png,8913.0000,,
700TDALVPMC7,Alva 7-Light Chandelier,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700tdalvpmc7usled930_1.png,7931.0000,,
700TDAMRP,Amira Pendant,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700tdamrpnsbledwd_1.png,8965.0000,,
700TDATCP,Artic Pendant,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700tdatcpbsbsspar_4.png,7506.0000,,
700TDBCNP,Beacon Pendant,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700tdbcnpcs_1.png,6964.0000,,
700TDBMLGP,Brummel Grande Pendant,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700tdbmlgpwsled927_1.png,7050.0000,,
700TDCIRGP,Circulet Grande Pendant,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700tdcirgpwsled927_2.png,7070.0000,,
700TDCPSGP,Capsian Grande Pendant,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700tdcpsgpubled927_2.png,9333.0000,,
700TDDBSGP,Dobson Grande Pendant,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700tddbsgpysled930_3.png,7096.0000,,
700TDDEVP,Devin Pendant,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700tddevpwgw_1.png,7798.0000,,
700TDDLNPW,Dillon Pendant,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700tddlnpwws_1.png,8836.0000,,
700TDERSBGP,Eros Line-Voltage Pendant,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700tdersbgpbledwd_1.png,7839.0000,,
700TDHNKGP,Henrik Grande Pendant,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700tdhnkgpbbled927_2.png,7122.0000,,
700TDHNLP,Henley Pendant,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700tdhnlpbbled927_1.png,7896.0000,,
700TDIRDP,Iridium Pendant,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700tdirdpmcs_4.png,7937.0000,,
700TDISLP,Isella Pendant,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700tdislpcs_1.png,9581.0000,,
700TDIWOP,Inner World Pendant,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700tdiwopks_1.png,7928.0000,,
700TDJDNGP,Jayden Grande Pendant,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700tdjdngpcs_1.png,7943.0000,,
700TDKRMPL,Karam Large Pendant,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700tdkrmplbbled927_1.png,7948.0000,,
700TDKRMPS,Karam Small Pendant,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700tdkrmpsbbled927_4.png,7129.0000,,
700TDMALP,Mali Pendant,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700tdmalpks_1.png,8112.0000,,
700TDMANGP,Manette Grande Pendant,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700tdmangpcltkbbled_1_1.png,7690.0000,,
700TDMSQGP,Masque Grande Pendant,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700tdmsqgpkbbled_1.png,7147.0000,,
700TDPFMGP,Parfum Grande Pendant,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700tdpfmgpclclz_1.png,9981.0000,,
700TDPLNP,Palona Pendant,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700tdplnpksledwd_4.png,7166.0000,,
700TDRHNGP,Rhonan Grande Pendant,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700tdrhngpbbled927_2.png,8089.0000,,
700TDRYKPL,Ryker Large Pendant,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700tdrykplyy_4.png,9685.0000,,
700TDRYKPS,Ryker Small Pendant,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700tdrykpsyy_2.png,7705.0000,,
700TDSARGP,Sara Grande Pendant,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700tdsargpcs_1.png,7177.0000,,
700TDSOLGP,Soleil Grande Pendant,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700tdsolgpcb_1.png,9686.0000,,
700TDSTNPL,Stratton Large Pendant,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700tdstnplcbled27_1.png,7185.0000,,
700TDSTNPS,Stratton Small Pendant,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700tdstnpscyled27_1.png,7184.0000,,
700TDWDS,Windsor Line-Voltage Pendant,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700tdwdsbbled930_1.png,7188.0000,,
700TDWORP,World Pendant,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700tdworpkz_1.png,8281.0000,,
700TPO,Topo Suspension Pendant,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700tpo36wms_2.png,7541.0000,,
700WSCHL,Chelsea Wall,Wall > Decorative,Decorative,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700wschlws_4.png,7481.0000,,
700WSCRVW,Corva Wall Sconce,Wall > Decorative,Decorative,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700wscrvws_1.png,8798.0000,,
700WSDBS,Dobson Wall Sconce,Wall > Decorative,Decorative,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700wsdbsysled927_3.png,6470.0000,,
700WSHUD2W,Hudson Wall Sconce,Wall > Decorative,Decorative,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700wshud2ws_1.png,6493.0000,,
700WSIST,Istra Wall Sconce,Wall > Decorative,Decorative,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700wsistsled_4.png,7263.0000,,
700WSJDN,Jayden Wall Sconce,Wall > Decorative,Decorative,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700wsjdncs_1.png,6576.0000,,
700WSKISW,Kisdon Wall Sconce,Wall > Decorative,Decorative,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700wskiswwsled830_1.png,6969.0000,,
700WSLEX,Lexington Wall Sconce,Wall > Decorative,Decorative,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700wslexws_1.png,6751.0000,,
700WSPLAF,Playa Flush Wall Sconce,Wall > Decorative,Decorative,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700wsplafns_1.png,6675.0000,,
700WSRVL,Revel Wall Sconce,Wall > Decorative,Decorative,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700wsrvlsmled_1.png,7342.0000,,
700WSRVLL,Revel Linear Wall Sconce,Wall > Decorative,Decorative,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700wsrvllswled_1.png,6633.0000,,
700WSSAR,Sara Wall Sconce,Wall > Decorative,Decorative,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700wssarcc_1.png,6494.0000,,
700WSSARDC,Sara Double Wall Sconce,Wall > Bath,Bath,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700wssardcc_1.png,6495.0000,,
700WSVNT,Ventana Wall Sconce,Wall > Decorative,Decorative,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700wsvntz_2.png,6721.0000,,
700WSVOTR,Voto Round Wall Sconce,Wall > Decorative,Decorative,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700wsvotrczled830_1.png,6826.0000,,
700WSVOTS,Voto Square Wall Sconce,Wall > Decorative,Decorative,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700wsvotsczled830_1.png,6595.0000,,
700WSWNT,Wynter Linear Wall Sconce,Ceiling > Flush Mount,Flush Mount,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700wswntzled830_1.png,6511.0000,,
ARN2065,Iva Medium Wrapped Sconce,Wall > Decorative,DECORATIVE,Iva,AERIN,https://www.circalighting.com/media/catalog/product/a/r/arn2065pn_1.png,4418.0000,,
ARN2066,Iva Large Wrapped Sconce,Wall > Decorative,DECORATIVE,Iva,AERIN,https://www.circalighting.com/media/catalog/product/a/r/arn2066hab_1.png,4421.0000,,
KW5512,Melange Small Elongated Pendant,Ceiling > Pendant,PENDANT,Melange,Kelly Wearstler,https://www.circalighting.com/media/catalog/product/k/w/kw5512abalb_1.png,2880.0000,,
KW1410,Larchmont Floor Lamp,Floor > View All,FUNCTIONAL,Larchmont,Kelly Wearstler,https://www.circalighting.com/media/catalog/product/k/w/kw1410bzabfg_1.png,1208.0000,,
KW5415,Larchmont Long Pendant,Ceiling > Pendant,PENDANT,Larchmont,Kelly Wearstler,https://www.circalighting.com/media/catalog/product/k/w/kw5415abfg_1.png,2487.0000,,
700AEON,Aeon Grande Pendant,Ceiling > Chandelier,Chandelier,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700aeonbled930_1.png,7345.0000,,
700BCCAST,Cast 24 Bath,Wall > Bath,Bath,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700bccast24cled930_1.png,8412.0000,,
700BCDBS1,Dobson II 1-Light Wall/Bath Sconce,Wall > Bath,Bath,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700bcdbs1bled930_1.png,8416.0000,,
700BCDBS4,Dobson II 4-Light Bath Sconce,Wall > Bath,Bath,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700bcdbs4bled930_1.png,8420.0000,,
700BCKMD1,Kamden 1-Light Wall/Bath Sconce,Wall > Bath,Bath,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700bckmd1cled930_1.png,7350.0000,,
700BCKMD4,Kamden 4-Light Bath Sconce,Wall > Bath,Bath,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700bckmd4cled930_1.png,8465.0000,,
700BCMLN24,Milan 24" Bath Sconce,Wall > Bath,Bath,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700bcmln24wcled930_1.png,8455.0000,,
700BCPET24,Petra 24" Bath Sconce,Wall > Bath,Bath,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700bcpet24cled930_1.png,8422.0000,,
700BCPET36,Petra 36 Bath Sconce,Wall > Bath,Bath,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700bcpet36cled930_1.png,8424.0000,,
700FMAEON40,Aeon Small Flush Mount,Ceiling > Flush Mount,Flush Mount,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700fmaeon40bled930_1.png,8426.0000,,
700FMAEON75,Aeon Large Flush Mount,Ceiling > Flush Mount,Flush Mount,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700fmaeon75bled930_1.png,8428.0000,,
700FMSPRC,Sopra Flush Mount,Ceiling > Flush Mount,Flush Mount,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700fmsprcccled930_1.png,8471.0000,,
700FMSPRF,Sopra Flush Mount,Ceiling > Flush Mount,Flush Mount,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700fmsprfccled930_1.png,7372.0000,,
700FMSPRM,Sopra Flush Mount,Ceiling > Flush Mount,Flush Mount,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700fmsprmccled930_1.png,7373.0000,,
700FMSPRT,Sopra Flush Mount,Ceiling > Flush Mount,Flush Mount,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700fmsprtrcled930_1.png,8477.0000,,
700FMTBR6,Tambura Flush Mount,Ceiling > Flush Mount,Flush Mount,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700fmtbr6cled930_1.png,8356.0000,,
700FMVGO,Viaggio Flush Mount,Ceiling > Flush Mount,Flush Mount,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700fmvgoor_1.png,8358.0000,,
700HEX,Hex Suspension,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700hex24bbled930_1.png,8362.0000,,
700LSDYNA,Dyna Linear Suspension,Ceiling > Linear,Linear,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700lsdynar4pbled927_1.png,7453.0000,,
700MDP3,Modern Rail Pendant,Ceiling > Chandelier,Chandelier,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700mdp3grs_3.png,7456.0000,,
700MPLEI,Leigh Pendant,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700mpleicc_1.png,8479.0000,,
700LSAEON,Aeon Linear Suspension,Ceiling > Linear,Linear,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700lsaeonbled930_1.png,8433.0000,,
700LSSPAN48,Span Linear Suspension,Ceiling > Linear,Linear,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700lsspan48bled930_1.png,8366.0000,,
700LSTMB,Timbre Linear Suspension,Ceiling > Linear,Linear,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700lstmbbled930_1.png,8435.0000,,
700LSVGO,Viaggio Linear Suspension,Ceiling > Linear,Linear,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700lsvgoor_1.png,7301.0000,,
700MDCH,Modern Rail Chandelier,Ceiling > Chandelier,Chandelier,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700mdchgrs_4.png,7455.0000,,
700MDCH4,Modern Rail Linear Chandelier,Ceiling > Chandelier,Chandelier,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700mdch42scrs_4.png,8722.0000,,
700MDWS3,Modern Rail Wall Sconce,Ceiling > Chandelier,Chandelier,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700mdws3grs_4.png,7457.0000,,
700MPCPT,Captra Pendant,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700mpcptcrled930_1.png,7346.0000,,
700MPDBSII,Dobson II Pendant,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700mpdbsbsled930_1.png,7304.0000,,
700MPEVO,Evo Pendant,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700mpevoc_1.png,8376.0000,,
700MPMEZ,Mezz Pendant,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700mpmezcsled930_4.png,7349.0000,,
700MPRMB,Rombo Pendant,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700mprmbcs_1.png,8382.0000,,
700MPSYR,Mini Syrma Pendant,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700mpsyrgsleds930_3.png,7305.0000,,
700TDAEONP,Aeon Chandelier,Ceiling > Chandelier,Chandelier,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700tdaeonpbled930_1.png,7376.0000,,
700TDCNOP,Cuneo Pendant,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700tdcnopqkrled927_4.png,7458.0000,,
700TDDUOP,Duomo Pendant,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700tdduopqcr_1.png,8753.0000,,
700TDPALLA,Palla Pendant,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700tdplapqcr_1.png,7472.0000,,
700TDQTKP,Quatnik Pendant,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700tdqtkpr_1.png,7307.0000,,
700TDRMBGP,Rombo Grande Pendant,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700tdrmbgpcs_1.png,7310.0000,,
700TDSPRP1,Sopra 1-Light Pendant,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700tdsprp1cbrled922_1.png,8785.0000,,
700TDSPRP3,Sopra 3-Light Pendant,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700tdsprp3cbsled930_3.png,8787.0000,,
700TDTMBP,Timbre Pendant,Ceiling > Pendant,Pendant,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700tdtmbpbled930_1.png,8447.0000,,
700VGO,Viaggio Chandelier,Ceiling > Chandelier,Chandelier,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700vgoor_1.png,7312.0000,,
700WSTMB,Timbre Wall Sconce,Wall > Decorative,Decorative,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700wstmbbled930_1.png,8449.0000,,
700WSVGO,Viaggio Wall Sconce,Wall > Decorative,Decorative,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700wsvgoor_1.png,7317.0000,,
ARN1042,Lancelot Pivoting Floor Lamp,Floor > View All,FUNCTIONAL,Lancelot,AERIN,https://www.circalighting.com/media/catalog/product/a/r/arn1042hab_1.png,1143.0000,,
ARN2027,Eaton Linear Sconce,Wall > Decorative,DECORATIVE,Eaton,AERIN,https://www.circalighting.com/media/catalog/product/a/r/arn2027hab_1.png,3605.0000,,
ARN2037,Selfoss Large Sconce,Wall > Decorative,DECORATIVE,Selfoss,AERIN,https://www.circalighting.com/media/catalog/product/a/r/arn2037bzg_1.png,4414.0000,,
ARN2260,Alina Tail Sconce,Wall > Decorative,DECORATIVE,Alina,AERIN,https://www.circalighting.com/media/catalog/product/a/r/arn2260hab_1.png,4385.0000,,
ARN2309,Alpine Small Single Sconce,Wall > Bath,Bath,Alpine,AERIN,https://www.circalighting.com/media/catalog/product/a/r/arn2309pncg_4.png,4759.0000,,
ARN3005,Riga Buffet Lamp,Table > Decorative,DECORATIVE,Riga,AERIN,https://www.circalighting.com/media/catalog/product/a/r/arn3005cghabl_1.png,65.0000,,
ARN3042,Lancelot Pivoting Desk Lamp,Table > View All,FUNCTIONAL,Lancelot,AERIN,https://www.circalighting.com/media/catalog/product/a/r/arn3042pn_4.png,866.0000,,
ARN3052,Montreuil Triple Table Lamp,Table > Decorative,DECORATIVE,Montreuil,AERIN,https://www.circalighting.com/media/catalog/product/a/r/arn3052bsll_1.png,830.0000,,
ARN4011,Hampton Small Chandelier,Ceiling > Chandelier,CHANDELIER,Hampton,AERIN,https://www.circalighting.com/media/catalog/product/a/r/arn4011g_4.png,1811.0000,,
ARN4003,Mill Small Flush Mount,Ceiling > Flush Mount,FLUSH MOUNT,Mill,AERIN,https://www.circalighting.com/media/catalog/product/a/r/arn4003ai_1.png,3082.0000,,
ARN4105,Sanger Medium Flush Mount,Ceiling > Flush Mount,FLUSH MOUNT,Sanger,AERIN,https://www.circalighting.com/media/catalog/product/a/r/arn4105pncg_1.png,3031.0000,,
ARN4307,Arabelle Large Flush Mount,Ceiling > Flush Mount,FLUSH MOUNT,Arabelle,AERIN,https://www.circalighting.com/media/catalog/product/a/r/arn4307gfg_1.png,3254.0000,,
ARN5010,Sommerard Medium Five Light Chandelier,Ceiling > Chandelier,CHANDELIER,Sommerard,AERIN,https://www.circalighting.com/media/catalog/product/a/r/arn5010habblk_1.png,1588.0000,,
ARN5050,Francine Medium Chandelier,Ceiling > Chandelier,CHANDELIER,Francine,AERIN,https://www.circalighting.com/media/catalog/product/a/r/arn5050pnl_4.png,1584.0000,,
ARN5111,Rosehill Large Chandelier,Ceiling > Chandelier,CHANDELIER,Rosehill,AERIN,https://www.circalighting.com/media/catalog/product/a/r/arn5111habwg_1.png,1805.0000,,
ARN5308,Alpine Small Chandelier,Ceiling > Chandelier,CHANDELIER,Alpine,AERIN,https://www.circalighting.com/media/catalog/product/a/r/arn5308pncg_4.png,1615.0000,,
ARN5312,Alpine Medium Linear Chandelier,Ceiling > Linear,LINEAR,Alpine,AERIN,https://www.circalighting.com/media/catalog/product/a/r/arn5312pncg_1.png,2839.0000,,
ARN5503,Graphic Grande Four-Tier Chandelier,Ceiling > Chandelier,CHANDELIER,Graphic,AERIN,https://www.circalighting.com/media/catalog/product/a/r/arn5503habblk_1.png,1596.0000,,
BBL1030,Lyric Branch Floor Lamp,Floor > Decorative,DECORATIVE,Lyric,Barbara Barry,https://www.circalighting.com/media/catalog/product/b/b/bbl1030sbl_1.png,1056.0000,,
BBL3035,Lyric Branch Table Lamp,Table > Decorative,DECORATIVE,Lyric,Barbara Barry,https://www.circalighting.com/media/catalog/product/b/b/bbl3035bzl_1.png,730.0000,,
BBL3036,Refined Rib Medium Table Lamp,Table > Decorative,DECORATIVE,Refined Rib,Barbara Barry,https://www.circalighting.com/media/catalog/product/b/b/bbl3036ebol_1.png,432.0000,,
BBL2130,Clout Tail Sconce,Wall > Decorative,DECORATIVE,Clout,Barbara Barry,https://www.circalighting.com/media/catalog/product/b/b/bbl2130sbl_1.png,4115.0000,,
BBL2132,Clout Small Sconce,Wall > Decorative,DECORATIVE,Clout,Barbara Barry,https://www.circalighting.com/media/catalog/product/b/b/bbl2132sbl_1.png,4118.0000,,
BBL5008,Carousel Small Oblong Lantern,Ceiling > Lantern,LANTERN,Carousel,Barbara Barry,https://www.circalighting.com/media/catalog/product/b/b/bbl5008sbl_4.png,2105.0000,,
BBL5009,Carousel Medium Oblong Lantern,Ceiling > Lantern,LANTERN,Carousel,Barbara Barry,https://www.circalighting.com/media/catalog/product/b/b/bbl5009pnl_4.png,2109.0000,,
BBL5012,Carousel Small Tapered Lantern,Ceiling > Lantern,LANTERN,Carousel,Barbara Barry,https://www.circalighting.com/media/catalog/product/b/b/bbl5012pnl_1.png,2112.0000,,
BBL5014,Carousel Large Drum Lantern,Ceiling > Lantern,LANTERN,Carousel,Barbara Barry,https://www.circalighting.com/media/catalog/product/b/b/bbl5014sbl_4.png,2118.0000,,
BBL5031,Perfect Pleat Oval Hanging Shade,Ceiling > Hanging Shade,HANGING SHADE,Perfect Pleat,Barbara Barry,https://www.circalighting.com/media/catalog/product/b/b/bbl5031sbs_1.png,2272.0000,,
KW2014,Melange Medium Elongated Pill Sconce,Wall > Decorative,DECORATIVE,Melange,Kelly Wearstler,https://www.circalighting.com/media/catalog/product/k/w/kw2014pnalb_4.png,4475.0000,,
KW2123,Liaison Large Bracketed Wall Sconce,Outdoor > Wall,WALL,Liaison,Kelly Wearstler,https://www.circalighting.com/media/catalog/product/k/w/kw2123bzcrg_1.png,5430.0000,,
KW2702,Avant Medium Linear Sconce,Wall > Decorative,DECORATIVE,Avant,Kelly Wearstler,https://www.circalighting.com/media/catalog/product/k/w/kw2702pnfg_4.png,4449.0000,,
KW2900,Tribute Medium Sconce,Wall > Decorative,DECORATIVE,Tribute,Kelly Wearstler,https://www.circalighting.com/media/catalog/product/k/w/kw2900tvt_1.png,4467.0000,,
KW2901,Tribute Tall Sconce,Wall > Decorative,DECORATIVE,Tribute,Kelly Wearstler,https://www.circalighting.com/media/catalog/product/k/w/kw2901tvt_1.png,4465.0000,,
KW5203,Liaison Large Linear Chandelier,Ceiling > Linear,LINEAR,Liaison,Kelly Wearstler,https://www.circalighting.com/media/catalog/product/k/w/kw5203abcrg_1.png,2848.0000,,
KW5277,Tableau Large Pendant,Ceiling > Pendant,PENDANT,Tableau,Kelly Wearstler,https://www.circalighting.com/media/catalog/product/k/w/kw5277bzcg_4.png,2861.0000,,
KW5315,Forza Small Gathered Lantern,Ceiling > Lantern,LANTERN,Forza,Kelly Wearstler,https://www.circalighting.com/media/catalog/product/k/w/kw5315abl_1.png,2120.0000,,
KW5317,Forza Medium Gathered Linear Lantern,Ceiling > Linear,LINEAR,Forza,Kelly Wearstler,https://www.circalighting.com/media/catalog/product/k/w/kw5317abl_1.png,3000.0000,,
PB2052,Bend Medium Square Light,Wall > Decorative,DECORATIVE,Bend,Peter Bristol,https://www.circalighting.com/media/catalog/product/p/b/pb2052pn_4.png,4352.0000,,
PB2070,Quarter Sphere Small Up Light,Wall > Decorative,DECORATIVE,Quarter Sphere,Peter Bristol,https://www.circalighting.com/media/catalog/product/p/b/pb2070nbfg_1.png,4340.0000,,
700BCKMD3,Kamden 3-Light Bath Sconce,Wall > Bath,Bath,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700bckmd3hcled930_1.png,8463.0000,,
700BCDBS3,Dobson II 3-Light Bath Sconce,Wall > Bath,Bath,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700bcdbs3hbled930_1.png,7353.0000,,
PB5010,Farmhouse Dot 13" Pendant,Ceiling > Pendant,PENDANT,Dot,Peter Bristol,https://www.circalighting.com/media/catalog/product/p/b/pb5010sc_1.png,2641.0000,,
PB5020,60/40 Dot 16" Pendant,Ceiling > Pendant,PENDANT,60/40,Peter Bristol,https://www.circalighting.com/media/catalog/product/p/b/pb5020stb_1.png,2636.0000,,
PB5022,60/40 Dot 22" Pendant,Ceiling > Pendant,PENDANT,60/40,Peter Bristol,https://www.circalighting.com/media/catalog/product/p/b/pb5022stb_1.png,2639.0000,,
600LNDB,Linden Bath,Wall > Bath,Bath,,Sean Lavin,https://www.circalighting.com/media/catalog/product/6/0/600lndbfn_1.png,8280.0000,,
700BCGIAR,Gia Bath,Wall > Bath,Bath,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700bcgiar336csled930_1.png,8261.0000,,
700BCRAER,Rae Bath,Wall > Bath,Bath,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700bcraer636sled835_1.png,8225.0000,,
700WSBOR,Boreal Wall,Wall > Decorative,Decorative,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700wsborizcf_1.png,8790.0000,,
700BCZKA24,Zuka 24" Bath Sconce,Wall > Bath,Bath,,Sean Lavin,https://www.circalighting.com/media/catalog/product/7/0/700bczka24tcled930_1.png,8457.0000,,
ARN2302,Dover Large Tail Sconce,Wall > Decorative,Decorative,Dover,AERIN,https://www.circalighting.com/media/catalog/product/a/r/arn2302gl_1.png,3765.0000,,
JN5070,Mandeville Linear Chandelier,Ceiling > Chandelier,Chandelier,Mandeville,Julie Neill,https://www.circalighting.com/media/catalog/product/j/n/jn5070agl_1.png,1683.0000,,
JN5020,Caddo Medium Lantern,Ceiling > Lantern,Lantern,Caddo,Julie Neill,https://www.circalighting.com/media/catalog/product/j/n/jn5020swgcg_1.png,4389.0000,,
